track_name,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,cont_rating,prime_genre,lang.num,size_mb
Perfect Fit,0.0,53,10,3.0,4.0,4+,Games,1,26.0126953125
Coach Bus Simulator,0.0,1621,365,4.0,4.5,4+,Games,1,270.78125
5-in-1 Emoji Widget Games - GameMoji,0.99,40,13,3.5,4.0,4+,Utilities,1,12.994140625
Red 7 - play Digital Red7 Card Game with Friends,2.99,18,2,3.0,4.0,4+,Games,3,181.294921875
Super SteamPuff,0.99,7,0,4.5,0.0,9+,Games,1,144.4521484375
Miss U: Official App,0.0,97,0,3.0,0.0,9+,Entertainment,1,48.6875
Fantastic Beasts™: Cases,0.0,1896,50,4.5,4.0,12+,Games,15,287.3154296875
ChyMoji by Blac Chyna,1.99,220,1,4.5,1.0,17+,Entertainment,1,9.66796875
ジョナサンアプリ　お得なクーポンが使える便利なアプリ,0.0,0,0,0.0,0.0,12+,Food & Drink,2,17.572265625
Ultrapic,1.99,48,2,2.5,1.0,4+,Photo & Video,1,29.580078125
Dr. Panda Bath Time,2.99,15,15,4.5,4.5,4+,Education,18,168.146484375
Stick Soccer 2,0.0,22,10,4.5,4.5,4+,Games,1,179.1123046875
EggPunch 2 - adventure puzzle game,0.99,0,0,0.0,0.0,4+,Games,1,198.837890625
新・血液型テスト,0.0,0,0,0.0,0.0,4+,Book,1,7.087890625
UNCHARTED: Fortune Hunter™,0.0,411,66,4.5,4.5,12+,Games,10,433.3349609375
Partly Sunny - Weather Forecasts,2.99,88,12,4.5,4.5,4+,Weather,2,19.5849609375
Littlebook - for Facebook on Watch,2.99,62,16,3.0,2.5,4+,Social Networking,1,24.69140625
Snakeio,0.0,13870,713,4.5,4.5,4+,Games,1,72.53515625
OdellMoji by Odell Beckham Jr.,1.99,21,16,4.5,4.5,12+,Entertainment,1,8.5810546875
"iFiles 2 - File Manager, Cloud Storage, PDF Reader",4.99,54,20,3.5,3.0,17+,Productivity,8,84.0634765625
Clash of Crime Mad City Full,0.99,0,0,0.0,0.0,17+,Games,1,177.3037109375
VR MUSEUM,4.99,0,0,0.0,0.0,17+,Games,1,83.73046875
"Theremin Synth - Loop, Record & Download",2.99,8,3,4.0,3.5,4+,Music,1,1.8134765625
少年西游记－西游卡牌王者之作,0.0,45,1,4.5,5.0,12+,Games,1,139.2255859375
Gate Keepers,0.0,41,36,3.5,3.5,4+,Games,1,102.720703125
애드픽 - 인플루언서가 되어 의미있는 수익을 올리세요!,0.0,0,0,0.0,0.0,12+,Business,4,26.708984375
每日红包,0.0,0,0,0.0,0.0,17+,Entertainment,2,26.955078125
Tetminos - Classic Puzzle Game,0.0,0,0,0.0,0.0,4+,Games,1,54.40625
Obstacle Course Extreme Car Parking Simulator,0.0,153,153,4.0,4.0,4+,Games,1,204.126953125
"Miss Hollywood: Lights, Camera, Fashion! - Pet Fun",0.0,1283,171,4.5,4.5,4+,Entertainment,10,570.412109375
Cricket Captain 2016,3.99,7,0,3.0,0.0,4+,Games,1,385.4501953125
Game Switch,0.0,363,32,4.0,4.0,4+,Games,1,40.408203125
心动K歌恋爱季-让我们一起唱歌听歌恋爱吧,0.0,0,0,0.0,0.0,12+,Games,3,298.44140625
Virginia Tech Emoji,0.0,50,0,3.0,0.0,4+,Utilities,1,37.8154296875
MadOut Open City,1.99,80,80,3.0,3.0,12+,Games,1,460.26953125
30秒マン-これクリアできるやついる？-,0.0,0,0,0.0,0.0,4+,Games,2,13.9599609375
Escape Game: Forgotten,0.0,55,42,5.0,5.0,4+,Games,2,46.9619140625
"""klocki""",0.99,587,587,4.5,4.5,4+,Games,1,93.3525390625
My Town : Hotel,2.99,123,28,4.0,3.5,4+,Entertainment,1,395.234375
Joan Mad Run,0.0,605,58,4.5,4.5,12+,Games,1,55.916015625
Spinny Phone,0.0,339,4,4.0,2.0,17+,Games,9,141.2607421875
Tinker Island: Survival Adventure,0.0,6686,7,4.5,4.5,9+,Games,1,300.744140625
Dashy Box,0.0,41,2,4.0,3.0,4+,Games,1,60.7861328125
奇跡のメガネ　-恋愛シミュレーションゲーム,0.0,0,0,0.0,0.0,9+,Games,16,46.154296875
トリセツメーカー　トリセツ診断,0.0,0,0,0.0,0.0,17+,Entertainment,1,14.7802734375
WordWhizzle Search,0.0,49635,3056,4.5,4.5,4+,Games,1,79.3271484375
花粉儿-女性、母婴闲置交易平台,0.0,0,0,0.0,0.0,4+,Shopping,18,69.6953125
Gardenscapes - New Acres,0.0,45227,4795,4.0,4.5,4+,Games,10,186.8330078125
Goat Simulator Waste of Space,4.99,1709,52,4.5,3.5,9+,Games,1,587.125
Stickman Soccer 2016,0.0,473,217,4.0,4.0,4+,Games,1,193.353515625
Pan Book 4: Capitol Rising,5.99,1,1,5.0,5.0,4+,Book,1,761.9501953125
Pan Book 5: The Shadow Stone,5.99,0,0,0.0,0.0,4+,Book,1,737.0869140625
Pan Book 6: The Alliance of Tribes,5.99,0,0,0.0,0.0,4+,Book,1,734.5732421875
Pan Book 7: Han Awakening,5.99,7,0,4.5,0.0,4+,Book,1,761.3115234375
Splashy Cats: Endless Zigzag Arcade Water Game,0.0,450,13,4.5,5.0,9+,Games,1,234.99609375
Pocket Politics,0.0,2748,4,4.0,3.5,4+,Games,1,171.76171875
PuppetShow: The Face of Humanity (Full),6.99,66,33,3.0,4.0,9+,Games,5,1208.498046875
LEGO® Star Wars™: The Force Awakens,0.0,3207,729,4.0,4.0,9+,Games,1,1227.90625
Fear for Sale: The House on Black River (Full),6.99,69,69,4.0,4.0,9+,Games,4,2129.896484375
Cube Roll,0.0,22,22,4.0,4.0,4+,Games,1,74.53515625
熊猫直播-王者大神主播带你荣耀开黑,0.0,38,0,4.0,0.0,12+,Entertainment,1,95.72265625
"Tayasui Color, a relaxing coloring book for adults",2.99,656,18,4.5,5.0,4+,Entertainment,14,121.7783203125
Warcher Defenders,0.0,39,24,4.5,5.0,12+,Games,1,120.6513671875
Freddy the Frogcaster's Weather Station,0.0,14,1,4.5,5.0,4+,Weather,1,73.3642578125
Go Up,0.0,456,394,4.0,4.0,4+,Games,1,114.20703125
Tip Tap Soccer,0.0,29,24,4.0,4.0,4+,Games,1,129.208984375
YouTurbo,0.0,136,4,4.5,5.0,12+,Games,11,65.4853515625
Truth Or Dare — Party Game,0.0,730,181,4.5,5.0,12+,Entertainment,1,23.6611328125
Bonecrusher: Free Awesome Endless Skull & Bone Game,0.0,233,70,3.5,3.5,9+,Games,1,109.69921875
传说一刀 - 一刀一级PK爆屠龙,0.0,0,0,0.0,0.0,12+,Games,1,346.2587890625
欢乐颂合集—刘涛、蒋欣等主演电视剧同名原著,0.99,0,0,0.0,0.0,17+,Book,1,15.4384765625
ニュースパス -かんたん操作で必要なニュースがすぐ読めるニュースアプリ,0.0,0,0,0.0,0.0,17+,News,1,87.9453125
龙之觉醒-热血经典RPG，回味激燃岁月,0.0,0,0,0.0,0.0,12+,Games,1,167.79296875
ワンダークラウン,0.0,0,0,0.0,0.0,9+,Games,2,121.361328125
我叫MT3-回合制魔幻世界 大型公会副本开荒,0.0,1,1,5.0,5.0,9+,Games,1,444.4267578125
ROME: Total War,9.99,373,4,4.5,4.5,12+,Games,6,3839.4638671875
皮皮四川麻将,0.0,0,0,0.0,0.0,17+,Games,1,64.1435546875
無料ゲーム タッチザナンバー（Touch the numbers）計算の脳トレでパズル！,0.0,0,0,0.0,0.0,4+,Games,1,17.736328125
剑仙传奇·蜀山修仙之独步天下,0.0,0,0,0.0,0.0,4+,Games,1,127.68359375
NeoWars,0.0,267,68,4.0,4.5,9+,Games,2,131.6962890625
Bullet Hell Monday,0.0,1296,120,5.0,5.0,9+,Games,2,86.296875
Base Invaders - For Big Narstie,1.99,0,0,0.0,0.0,12+,Games,1,21.26953125
もやししゃちょー,0.0,5,0,4.5,0.0,17+,Games,2,79.943359375
【推理ゲーム】 YASU-第7捜査課事件ファイル-,0.0,1,1,1.0,1.0,12+,Games,1,68.9345703125
The Forgotten Room,1.99,59,59,4.5,4.5,12+,Games,1,418.4052734375
Nancy Drew Codes and Clues Mystery Coding Game,0.0,110,7,4.5,4.5,4+,Education,1,200.9365234375
Banner Saga 2,9.99,168,2,4.0,3.0,9+,Games,7,3167.2314453125
Bouncy Tower,0.0,213,5,4.5,4.0,4+,Games,1,47.0634765625
【脳トレ】ROLL -ころがす、はめる、きえる-,0.0,0,0,0.0,0.0,4+,Games,1,68.77734375
Chef's Quest,0.0,225,2,4.5,5.0,4+,Games,14,122.2919921875
Dead Venture,0.99,145,145,4.5,4.5,12+,Games,1,55.23828125
Dolphin Zero Incognito Browser -Mini Web Explorer,2.99,776,128,4.5,4.0,17+,Productivity,7,21.5869140625
Alice in Wonderland Puzzle Golf Adventures,0.99,43,13,4.5,4.5,4+,Games,1,173.6123046875
FURNITURE MOD FOR MINECRAFT EDITION PC GAME - POCKET GUIDE,1.99,292,292,4.0,4.0,4+,Entertainment,1,19.279296875
Sea of Lies: Tide of Treachery - A Hidden Object Mystery (Full),6.99,45,45,4.0,4.0,9+,Games,4,849.26953125
Rise!,0.0,18,14,3.5,3.5,4+,Games,1,113.2841796875
Trump Hoverboard Sim - Mannequin Race Challenge,0.0,68,3,3.0,2.5,4+,Games,1,39.0419921875
Zombies Chasing Me,0.0,43,33,3.5,3.5,4+,Games,23,150.5576171875
"战姬物语-亚洲顶级画师操刀,颜值爆表手游",0.99,0,0,0.0,0.0,9+,Games,1,421.51953125
Symmetrica - Minimalistic arcade game,0.0,200,2,4.5,5.0,4+,Games,1,29.9892578125
捨て猫レスキュー,0.0,0,0,0.0,0.0,9+,Games,5,72.2060546875
PinOut!,0.0,5003,3214,4.0,4.0,4+,Games,12,113.1953125
Escape from the grandma house in the countryside.,0.0,5,5,3.5,3.5,4+,Games,1,81.9912109375
Jade Empire™: Special Edition,9.99,206,64,4.5,4.5,17+,Games,10,3715.619140625
The interactive Legend of Sleepy Hollow: iIrving,2.99,64,12,5.0,5.0,9+,Book,3,292.9091796875
Living Legends: Bound by Wishes - A Hidden Object Mystery (Full),6.99,153,153,4.5,4.5,9+,Games,5,1465.5751953125
Choice of the Pirate,4.99,92,3,4.5,5.0,12+,Games,1,32.8037109375
Running Man Challenge - Game,0.0,1360,108,3.5,3.5,4+,Games,1,29.18359375
Fitmoji by Shaun T,1.99,45,3,4.0,2.5,9+,Entertainment,1,9.28515625
Royal Detective: Legend of The Golem - A Hidden Object Adventure (Full),6.99,72,39,4.5,4.5,9+,Games,5,574.1748046875
Slaymoji - Emoji Keyboard & iMessage Stickers,0.0,336,0,4.5,0.0,17+,Entertainment,1,33.8232421875
Note Always - a notebook designed for Apple Pencil,14.99,6,3,3.5,4.5,4+,Productivity,16,21.392578125
らぶいずふぉーえばー #泣けるピアノゲーム,0.0,0,0,0.0,0.0,4+,Games,31,101.77734375
HIT - Heroes of Incredible Tales,0.0,1765,24,4.5,4.5,12+,Games,10,140.1513671875
Fabe Bird - The Flappy Challenge Adventure,0.0,9,2,3.5,3.0,4+,Entertainment,31,11.2763671875
猎魔传奇-塔塔&推塔挂机私服手游,0.0,0,0,0.0,0.0,12+,Games,1,244.08984375
Mars: Mars,0.0,6116,291,4.5,5.0,9+,Games,1,150.3125
Craft Royale: Clash of Pixels,0.0,2285,192,4.0,4.5,9+,Games,1,212.5693359375
Legend of the Skyfish,3.99,95,23,3.5,4.0,9+,Games,1,479.916015625
Baby Beat - Fetal Heartbeat Monitor,4.99,166,21,1.5,3.0,4+,Lifestyle,9,16.02734375
"Tinycards - Learn with Fun, Free Flashcards",0.0,1131,299,4.5,4.5,12+,Education,1,46.5419921875
Respeck on my Name,0.0,155,60,4.5,4.0,4+,Games,1,31.76171875
ASA's Sailing Challenge,3.99,104,74,4.0,4.5,4+,Education,1,263.822265625
Witches' Legacy: Slumbering Darkness HD - A Hidden Object Mystery (Full),6.99,69,69,3.5,3.5,9+,Games,4,1565.953125
脱出ゲーム　大正ロマン　女記者脱出譚,0.0,0,0,0.0,0.0,4+,Games,1,138.322265625
放置江湖: 大侠的成长之路（高自由度的武侠体验）,0.99,10,2,2.0,5.0,4+,Games,1,85.08984375
Really Bad Chess,0.0,1015,600,4.5,4.5,4+,Games,1,66.8994140625
Flip Heroes,0.0,32,32,4.0,4.0,4+,Games,13,51.203125
Polyforge,0.0,1744,570,4.5,4.5,4+,Games,11,87.3759765625
Pewdiebot,0.99,151,151,4.0,4.0,12+,Games,1,73.220703125
Cosmojis,0.0,134,0,3.0,0.0,12+,Lifestyle,1,28.583984375
Face Filters - Dog & Other Funny Face Effects,0.0,329,82,4.0,4.0,17+,Entertainment,5,36.0107421875
Free Music - MP3 Streamer & Playlist Manager Pro,0.0,13443,1229,4.5,4.5,4+,Music,1,10.0537109375
MOBA Legends,0.0,1815,67,4.0,4.0,9+,Games,0,666.7060546875
Risky Rooms,0.0,10,1,3.5,5.0,4+,Games,1,23.0478515625
voi,0.99,308,192,4.5,4.5,4+,Games,12,19.890625
Jamie Oliver's Ultimate Recipes,6.99,29,0,4.5,0.0,12+,Food & Drink,2,46.9814453125
Shadow Wolf Mysteries: Curse of Wolfhill (Full),6.99,39,39,4.0,4.0,9+,Games,5,950.9365234375
Dunkers,0.0,1495,467,4.0,4.0,4+,Games,1,52.263671875
DRAGON MODS MINE EDITION FOR MINECRAFT GAME PC,0.99,318,23,4.0,3.5,12+,Reference,1,110.34765625
"果冻星连萌-全球极具诱惑益智游戏,好玩的闯关游戏,2016最新休闲益智游戏",0.99,0,0,0.0,0.0,4+,Games,2,65.9833984375
LightX,1.99,147,73,3.5,4.0,4+,Photo & Video,21,50.94140625
帝国征服者-王者联盟列国纷争,0.0,0,0,0.0,0.0,12+,Games,0,79.3427734375
Being SalMan: The Official Game,0.0,33,16,4.5,5.0,12+,Games,1,165.6494140625
Open Sorcery,2.99,19,0,5.0,0.0,12+,Games,1,17.9501953125
Hear My Baby - Baby Heartbeat Monitor App,3.99,12,0,3.5,0.0,4+,Medical,4,16.82421875
当たる占い師【水晶玉子】特別鑑定書≪無料占いあり≫,0.0,1,1,3.0,3.0,17+,Entertainment,1,24.2412109375
PROmoji,1.99,857,102,4.0,3.5,9+,Utilities,1,56.9736328125
天天麻将-有奖励的麻将玩法全集,0.0,2,2,5.0,5.0,17+,Games,1,83.78125
Stephen Hawking's Pocket Universe,4.99,11,9,4.5,4.5,4+,Education,1,151.6474609375
Simplissime: The easiest cooking app in the world,2.99,0,0,0.0,0.0,17+,Food & Drink,16,109.8720703125
Mutant Creatures Mod for Minecraft PC Edition - Pocket Mods Guide,1.99,346,11,4.0,2.5,4+,Reference,1,25.7734375
Ketchapp Basketball,0.0,5833,1862,4.5,4.5,4+,Games,1,68.77734375
Gymoji,0.99,78,25,3.0,3.0,9+,Entertainment,1,58.1650390625
T-Mobile Tuesdays,0.0,3213,2,2.5,1.5,17+,Lifestyle,1,74.5087890625
CARS MOD FOR MINECRAFT PC EDITION - POCKET MINE GUIDE,1.99,200,200,4.0,4.0,4+,Entertainment,1,23.689453125
シルエットクイズ～人気マンガ・映画アニメキャラ・芸能人で暇つぶし脳トレ,0.0,0,0,0.0,0.0,4+,Games,2,35.3310546875
性教育そうだったのか！世界一まなべる保健体育クイズ(画像付き),0.0,0,0,0.0,0.0,17+,Education,2,46.1865234375
My Town : Dance School,2.99,141,21,4.0,4.0,4+,Entertainment,1,330.21484375
派派激情版-寂陌陌声人交友神器,0.0,0,0,0.0,0.0,17+,Social Networking,1,47.7568359375
"Kubo: A Samurai Quest ™ - Match, Collect, Battle!",0.0,668,16,4.0,4.5,4+,Games,1,182.5166015625
Head Soccer France 2016,0.0,135,18,4.5,4.5,4+,Games,12,239.9404296875
Comblosion,1.99,4,4,5.0,5.0,4+,Games,10,20.1904296875
Highlights Monster Day,0.0,49,1,5.0,5.0,4+,Education,10,35.345703125
PARKOUR MAPS FOR MINECRAFT PC EDITION - DOWNLOAD BEST POCKET MAPS FOR MINECRAFT,1.99,296,55,4.0,3.5,4+,Entertainment,1,10.625
Geometry Dash World,0.0,5114,5114,4.5,4.5,4+,Games,1,61.30078125
Night Terrors: The Beginning,0.0,954,307,4.0,4.0,12+,Entertainment,1,118.943359375
Burnout City,0.0,82,69,4.0,4.0,4+,Games,8,168.1064453125
Timelines - Time Tracking,7.99,43,6,4.0,5.0,4+,Productivity,1,10.21875
Smelly Baby - Farty Party,0.0,32,32,4.0,4.0,4+,Games,11,105.2841796875
Star Walk 2 Ads+ Night Sky Map - Stars and Planets,0.0,161,30,4.0,4.0,4+,Education,12,223.6064453125
单机群侠传-金庸群侠传口袋版,0.0,30,4,5.0,5.0,9+,Games,1,146.2041015625
Perchang,1.99,839,507,3.5,4.0,4+,Games,11,301.0048828125
Tiki Taka World Soccer,2.99,9,8,2.0,2.0,4+,Games,1,129.205078125
Wars Of Warlords : Mini Game With Worldwide Multiplayer,0.99,69,69,3.0,3.0,12+,Games,1,126.46875
Mods for Minecraft PC Edition - Mod Installer Pocket Guide,1.99,80,80,3.5,3.5,4+,Utilities,1,17.5859375
GoldieBlox: Adventures in Coding - The Rocket Cupcake Co.,2.99,24,10,4.5,4.0,4+,Education,1,208.7705078125
VEHICLES & WEAPONS MODS for Minecraft PC Edition - Pocket Guide,1.99,159,159,4.0,4.0,4+,Entertainment,1,11.869140625
"镜花缘：两世英雄情缘,数年问仙修道",0.0,0,0,0.0,0.0,12+,Games,1,318.94140625
iSNOB 小众精品爱好者的私藏Top 10,0.99,0,0,0.0,0.0,17+,Lifestyle,2,25.875
Nerve — Truth or Dare Dirty Houseparty Party Games,0.0,6658,130,4.0,4.5,17+,Lifestyle,7,84.931640625
Snot & Fluff - A Space Adventure,2.99,21,6,4.5,4.5,4+,Book,6,281.2060546875
SBK16 - Official Mobile Game,0.0,249,52,4.5,4.0,4+,Games,8,317.9248046875
Chat for Whatsapp - iPad Version,0.0,5060,4189,3.5,3.5,12+,Social Networking,1,23.162109375
ZuumSpeed Customizable Speedometer + HUD,0.99,0,0,0.0,0.0,4+,Navigation,1,22.4375
Rival Stars College Football,0.0,1132,51,4.0,4.5,4+,Games,22,258.564453125
キモゲーいや、きも毛ー,0.0,0,0,0.0,0.0,4+,Games,2,9.341796875
RAMP-光を灯す孤独な物語- #無料アクションゲーム,0.0,0,0,0.0,0.0,4+,Games,1,252.1357421875
人众金服[回馈版]-高收益理财软件,0.0,0,0,0.0,0.0,4+,Finance,1,31.189453125
BOSS Tuner,0.0,13,13,3.5,3.5,4+,Music,2,2.4462890625
Papa's Taco Mia HD,2.99,75,75,4.5,4.5,4+,Games,1,59.30859375
RollerCoaster Tycoon® Classic,5.99,1794,60,4.0,3.5,4+,Games,5,405.146484375
Doggy Box,0.0,360,88,4.0,4.0,4+,Games,1,85.5986328125
VR Death Simulator,0.0,22,22,2.0,2.0,17+,Entertainment,1,185.6162109375
マジ死にゲー,0.0,0,0,0.0,0.0,4+,Games,2,54.1162109375
まんが一本道〆,4.99,0,0,0.0,0.0,4+,Games,1,176.794921875
创客金融-高收益银行存管投资理财平台,0.0,0,0,0.0,0.0,4+,Finance,2,63.55078125
Soccer Sumos - Multiplayer party game!,0.99,6,3,3.0,3.5,4+,Games,1,65.6103515625
NINE 対戦型脳トレ -目指せ賞金王！-,0.0,0,0,0.0,0.0,17+,Games,42,45.916015625
Lucky Block Mod for Minecraft PC Edition - Pocket Guide,1.99,14,12,2.0,2.0,4+,Games,1,11.22265625
EmojiMom - An Emoji App for the Modern Mom,0.0,110,10,2.5,3.5,12+,Entertainment,1,5.57421875
Reigns,2.99,3017,120,4.5,4.5,12+,Games,11,122.72265625
2-bit Cowboy Rides Again,1.99,25,13,4.5,4.5,9+,Games,1,28.3203125
Day of the Tentacle Remastered,4.99,255,42,5.0,4.5,12+,Games,5,2650.6904296875
StephMoji by Steph Curry,1.99,888,106,4.5,4.5,4+,Utilities,1,63.3369140625
Funny Face - Filters Pic Swap Effects Photo Editor,0.0,343,35,4.5,4.0,4+,Entertainment,1,126.7705078125
Aussie Rules Hero - Footy Goal Kicking Game,0.0,12,0,3.5,0.0,4+,Games,1,22.609375
ポケット戦国 -戦略と戦術で歴史を作れ！-【本格派 戦国シミュレーション】,7.99,0,0,0.0,0.0,9+,Games,2,143.779296875
视吧-全民手机直播,0.0,0,0,0.0,0.0,17+,Social Networking,2,162.712890625
Consultant Aide,7.99,881,38,3.5,2.5,4+,Business,1,26.5888671875
やる夫のチャリ,0.0,0,0,0.0,0.0,4+,Games,2,43.7587890625
Pokedex for Pokemon Go,0.99,7,0,3.0,0.0,4+,Entertainment,1,19.2490234375
Crusader Kings: Chronicles,4.99,11,5,2.0,2.0,17+,Games,1,106.7958984375
Heroes of Loot 2,3.99,51,1,4.0,4.0,9+,Games,1,60.185546875
Crap! I'm Broke: Out of Pocket,1.99,30,7,3.5,4.5,12+,Games,1,44.212890625
Snake.io - Worm.io - Agar Slither Snake Battle,0.0,5768,1963,4.5,4.5,4+,Entertainment,1,58.310546875
TIME LOCKER - Shooter,0.0,627,5,4.5,5.0,9+,Games,10,53.3828125
Color Pop Free - Selective Color Splash Effects and Black & White Photography Editor,0.0,352,325,4.0,4.0,4+,Photo & Video,1,5.2958984375
3D Dubai Parking Simulator Drive Real Extreme Super Sports Car,0.0,166,166,4.5,4.5,4+,Games,1,292.6943359375
iOAK,1.99,0,0,0.0,0.0,4+,Education,2,3.236328125
diep.io,0.0,9397,1113,4.0,4.0,9+,Games,1,31.4638671875
New Star Soccer G-Story,0.99,9,6,3.5,3.0,4+,Games,1,78.583984375
Toca Life: Vacation,2.99,1730,493,4.5,4.5,4+,Education,18,286.4853515625
Blade Sliders,0.0,136,136,4.0,4.0,12+,Games,11,113.0068359375
Limite Limite,0.0,0,0,0.0,0.0,17+,Games,1,15.2412109375
NBA 2K17,7.99,2408,398,3.0,3.0,4+,Games,1,2813.9951171875
kubic,1.99,30,0,4.0,0.0,4+,Games,12,319.0771484375
The Secret To Money,4.99,715,118,4.5,4.5,4+,Lifestyle,1,24.5234375
英雄Q传-穿越回合制卡牌手游，梦幻般的剧情，开启3D热血传奇人生,0.0,0,0,0.0,0.0,4+,Games,1,298.9287109375
脱出ゲーム 体育館からの脱出【学校脱出シリーズ5弾】,0.0,0,0,0.0,0.0,4+,Games,1,66.107421875
街机格斗王,0.0,1,1,5.0,5.0,9+,Games,1,287.8232421875
Collageable PRO - Photo Collage,1.99,202,105,4.0,4.0,4+,Photo & Video,11,65.80859375
RedStory - Little Red Riding Hood,0.0,185,63,3.5,4.0,4+,Games,24,239.802734375
Triennale Game Collection,0.0,56,10,2.5,3.0,9+,Games,2,407.7705078125
Smart Matches ~ Puzzles with Matchsticks,0.0,1,1,5.0,5.0,4+,Games,15,26.9951171875
Fight List,0.0,4702,15,3.5,4.0,4+,Games,3,36.3671875
Skyscrapers by Tinybop,2.99,127,14,3.0,4.0,4+,Education,58,199.1689453125
Quell Zen+,2.99,73,51,5.0,5.0,4+,Games,1,93.7294921875
IllumiMoji,0.99,14,8,3.0,4.0,17+,Reference,1,19.9765625
TRANSPORT MODS for MINECRAFT Pc EDITION,1.99,754,44,4.5,4.0,4+,Navigation,2,30.9150390625
Hand of God - Top Clicker & Tap Games,0.0,5141,140,4.5,4.5,12+,Games,1,155.2109375
DINOSAUR MOD FOR MINECRAFT PC EDITION - MODS POCKET GUIDE,1.99,413,406,4.0,4.0,4+,Reference,1,26.03125
Slots: VIP Deluxe Slots Machines - Free Slot Games,0.0,2732,135,5.0,5.0,12+,Games,10,161.5078125
微火车票-查机票订酒店春运特价随行,0.99,0,0,0.0,0.0,4+,Travel,1,46.541015625
好きになったら負け。　完全無料！女性向けイケメン恋愛ゲーム,0.0,1,1,1.0,1.0,9+,Games,16,36.076171875
Dr. Panda Farm,2.99,28,28,4.0,4.0,4+,Education,20,94.3515625
Dr. Panda Hoopa City 2,3.99,31,9,4.5,4.5,4+,Education,20,162.4736328125
Mystic Messenger,0.0,6754,70,4.5,4.5,12+,Games,1,386.7490234375
Fancy Cats,0.0,966,2,4.5,5.0,4+,Games,1,268.708984375
车轮车友会—汇集养车、洗车、代驾、汽车头条、汽车用品的车友聊天分享之家,0.0,0,0,0.0,0.0,17+,Lifestyle,2,51.0712890625
Anime Power FX,0.0,807,807,4.5,4.5,9+,Photo & Video,1,93.3623046875
Tankio - Battle Arena,0.0,4513,9,4.0,3.5,4+,Games,1,50.8984375
3D GUNS MOD FOR MINECRAFT PC EDITION - GUN MODS POCKET GUIDE,1.99,268,268,4.5,4.5,4+,Utilities,1,18.236328125
Glitch Fixers - The Powerpuff Girls,0.0,89,56,4.0,4.5,9+,Games,1,260.0078125
Mystery Tales: Her Own Eyes HD - A Hidden Object Mystery (Full),6.99,104,104,4.5,4.5,9+,Games,4,1384.861328125
Dark Romance: Kingdom of Death HD - A Hidden Object Adventure (Full),6.99,79,79,4.5,4.5,9+,Games,4,1721.619140625
Final Cut: Fade To Black - A Mystery Hidden Object Game (Full),6.99,49,49,4.5,4.5,9+,Games,4,1090.7392578125
Slots: Get Rich Slot Machines Casino Slot Games,0.0,1168,5,5.0,5.0,12+,Games,10,162.90625
"自动证件照 - 智能证件照相机美图美颜编辑,制作学生证件照",0.99,9,8,3.0,3.0,4+,Photo & Video,1,8.8740234375
Football Heroes PRO 2017 - featuring NFL Players,0.0,691,125,4.0,4.0,9+,Games,1,134.7705078125
天天萌斗—超级萌红将免费领取，上千少年超级英雄形象，让你在多次元大陆享受卡牌萌斗罗乐趣,0.99,0,0,0.0,0.0,4+,Games,2,208.5361328125
Hoverboard Simulator - Endless Hover Board Race,0.0,203,9,4.0,4.5,4+,Games,1,33.2529296875
Can You Dab?,0.0,2601,481,4.0,3.5,4+,Games,1,70.181640625
これやったことない人いる？,0.0,0,0,0.0,0.0,4+,Games,2,12.0400390625
鴨川等間隔の法則,0.0,0,0,0.0,0.0,4+,Games,2,15.0283203125
Face Effects & Filters,0.0,97,7,3.0,2.5,4+,Entertainment,1,12.6181640625
不思議雑貨店ローズ ～ほのぼの再建記～,0.0,1,1,5.0,5.0,4+,Games,4,100.994140625
多纳餐厅2,2.99,0,0,0.0,0.0,4+,Education,1,99.771484375
VR-Crazy Car Traffic Racing,0.0,10,1,2.0,5.0,4+,Games,1,200.4140625
Shopping Mall Girl - Dress Up & Style Game,0.0,2332,322,4.5,4.5,4+,Games,11,255.0517578125
坦克新纪元——经典红警狂热回归,0.0,0,0,0.0,0.0,4+,Games,0,51.14453125
Piggy Show,0.0,53,6,4.5,4.5,4+,Games,1,253.1796875
Nightgate,4.99,947,809,4.5,4.5,4+,Games,10,146.5458984375
女の子のための女子トレンドまとめアプリ-ウーマガジン-,0.0,0,0,0.0,0.0,9+,Catalogs,1,8.814453125
Tank War - Geometry Go Shot Color Dot.IO,0.0,24760,1251,4.5,4.5,4+,Games,31,30.548828125
マッチングならSecret- 友達・恋人探しSNS,0.0,0,0,0.0,0.0,17+,Social Networking,1,33.27734375
Change My Location,0.99,165,165,2.0,2.0,4+,Utilities,1,0.9306640625
極限ドリブル～神の子 edition～,0.0,0,0,0.0,0.0,4+,Games,2,17.4765625
Jazza's Arty Games,2.99,127,127,4.5,4.5,9+,Games,1,300.017578125
Agatha Christie - The ABC Murders (FULL),6.99,80,80,4.0,4.0,12+,Games,1,1052.9443359375
牛タン牛タン牛タンタン,0.0,0,0,0.0,0.0,4+,Games,2,22.4443359375
精度93％ 絶望の心理テスト,0.0,1,1,1.0,1.0,12+,Lifestyle,1,27.51953125
Eden: The Game - Build Your Village!,0.0,823,74,4.0,4.5,4+,Games,9,141.7626953125
RunGunJumpGun,2.99,60,2,4.0,5.0,9+,Games,1,277.5556640625
Diamond Story: Jewelry Quest,0.0,683,8,4.5,5.0,4+,Games,16,102.40234375
